	Full_Pathway	Sample_ID	Abundance	Pathway_ID	Pathway_Name	TaxID
1217	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Aplanochytrium.s__Aplanochytrium_sp.__2100755	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Aplanochytrium.s__Aplanochytrium_sp.__2100755
1218	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	ERR3980587	0.373215	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Asterionella.s__Asterionella_formosa__210441
1219	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Asterionellopsis.s__Asterionellopsis_glacialis__33640	ERR3980587	0.241956	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Asterionellopsis.s__Asterionellopsis_glacialis__33640
1220	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Attheya.s__Attheya_septentrionalis__420275	ERR3980587	2.8279799999999997	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Attheya.s__Attheya_septentrionalis__420275
1221	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Aulacoseira.s__Aulacoseira_subarctica__202472	ERR3980587	0.12344200000000001	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Aulacoseira.s__Aulacoseira_subarctica__202472
1222	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	ERR3980587	2.16503	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532
1223	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_debilis__122233	ERR3980587	1.68208	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_debilis__122233
1224	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	ERR3980587	1.16238	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_dichaeta__420782
1225	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Corethron.s__Corethron_hystrix__216773	ERR3980587	0.23164899999999997	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Corethron.s__Corethron_hystrix__216773
1226	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	ERR3980587	2.4981	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Coscinodiscus.s__Coscinodiscus_wailesii__671091
1227	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Craspedostauros.s__Craspedostauros_australis__1486917	ERR3980587	0.597651	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Craspedostauros.s__Craspedostauros_australis__1486917
1228	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Cylindrotheca.s__Cylindrotheca_closterium__2856	ERR3980587	0.213698	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Cylindrotheca.s__Cylindrotheca_closterium__2856
1229	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	ERR3980587	1.54874	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495
1230	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Detonula.s__Detonula_confervacea__83371	ERR3980587	10.3466	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Detonula.s__Detonula_confervacea__83371
1231	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Durinskia.s__Durinskia_baltica__400756	ERR3980587	10.4258	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Durinskia.s__Durinskia_baltica__400756
1232	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Eucampia.s__Eucampia_antarctica__49252	ERR3980587	5.65359	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Eucampia.s__Eucampia_antarctica__49252
1233	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Extubocellulus.s__Extubocellulus_spinifer__265572	ERR3980587	0.912163	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Extubocellulus.s__Extubocellulus_spinifer__265572
1234	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Fragilariopsis.s__Fragilariopsis_cylindrus__186039	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Fragilariopsis.s__Fragilariopsis_cylindrus__186039
1235	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Fragilariopsis.s__Fragilariopsis_kerguelensis__186038	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Fragilariopsis.s__Fragilariopsis_kerguelensis__186038
1236	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Geminigera.s__Geminigera_cryophila__46947	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Geminigera.s__Geminigera_cryophila__46947
1237	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Geminigera.s__unclassified__46946	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Geminigera.s__unclassified__46946
1238	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Grammatophora.s__Grammatophora_oceanica__210454	ERR3980587	0.982457	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Grammatophora.s__Grammatophora_oceanica__210454
1239	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	ERR3980587	53.5431	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
1240	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Leptocylindrus.s__Leptocylindrus_danicus__163516	ERR3980587	2.06028	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Leptocylindrus.s__Leptocylindrus_danicus__163516
1241	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Licmophora.s__Licmophora_paradoxa__515479	ERR3980587	2.4523200000000003	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Licmophora.s__Licmophora_paradoxa__515479
1242	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Minutocellus.s__Minutocellus_polymorphus__265543	ERR3980587	2.42225	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Minutocellus.s__Minutocellus_polymorphus__265543
1243	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770
1244	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Pelagococcus.s__Pelagococcus_subviridis__35679	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Pelagococcus.s__Pelagococcus_subviridis__35679
1245	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Protocruzia.s__Protocruzia_adherens__223996	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Protocruzia.s__Protocruzia_adherens__223996
1246	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Pseudictyota.s__Pseudictyota_dubia__2749911	ERR3980587	3.2358700000000002	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Pseudictyota.s__Pseudictyota_dubia__2749911
1247	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380
1248	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Schmidingerella.s__Schmidingerella_taraikaensis__626734	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Schmidingerella.s__Schmidingerella_taraikaensis__626734
1249	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Stauroneis.s__Stauroneis_constricta__265584	ERR3980587	0.278828	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Stauroneis.s__Stauroneis_constricta__265584
1250	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Stephanopyxis.s__Stephanopyxis_turris__515487	ERR3980587	2.29743	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Stephanopyxis.s__Stephanopyxis_turris__515487
1251	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Striatella.s__Striatella_unipunctata__210618	ERR3980587	0.390701	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Striatella.s__Striatella_unipunctata__210618
1252	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Strombidium.s__Strombidium_rassoulzadegani__1082188	ERR3980587	0.5102439999999999	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Strombidium.s__Strombidium_rassoulzadegani__1082188
1253	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	ERR3980587	1.77646	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
1254	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_nitzschioides__33649	ERR3980587	0.112445	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_nitzschioides__33649
1255	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_antarctica__160265	ERR3980587	2.54637	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_antarctica__160265
1256	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_oceanica__159749	ERR3980587	16.9038	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_oceanica__159749
1257	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_punctigera__265564	ERR3980587	8.889339999999999	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_punctigera__265564
1258	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_rotula__49265	ERR3980587	26.0067	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_rotula__49265
1259	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_sp.__1891026	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_sp.__1891026
1260	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557	ERR3980587	0.137205	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557
1261	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thraustochytrium.s__Thraustochytrium_sp.__145168	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thraustochytrium.s__Thraustochytrium_sp.__145168
1262	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Trieres.s__Trieres_chinensis__1514140	ERR3980587	4.18461	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Trieres.s__Trieres_chinensis__1514140
1263	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Tryblionella.s__Tryblionella_compressa__913974	ERR3980587	1.29393	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Tryblionella.s__Tryblionella_compressa__913974
1264	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__200605	ERR3980587	0.779546	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__200605
1265	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__33852	ERR3980587	0.13033	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__33852
1266	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__41302	ERR3980587	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__41302
1267	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Chaetoceros.s__Chaetoceros_debilis__122233	ERR3980587	0.0	PWY-7221	guanosine ribonucleotides de novo biosynthesis	g__Chaetoceros.s__Chaetoceros_debilis__122233
1268	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	ERR3980587	0.08617539999999999	PWY-7221	guanosine ribonucleotides de novo biosynthesis	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
1269	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Thalassiosira.s__Thalassiosira_antarctica__160265	ERR3980587	2.92254	PWY-7221	guanosine ribonucleotides de novo biosynthesis	g__Thalassiosira.s__Thalassiosira_antarctica__160265
1270	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Ammonia.s__Ammonia_sp.__43993	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Ammonia.s__Ammonia_sp.__43993
1271	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Amphiprora.s__Amphiprora_paludosa__265537	ERR3980587	0.0731709	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Amphiprora.s__Amphiprora_paludosa__265537
1272	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Amphiprora.s__Amphiprora_sp.__2608610	ERR3980587	0.0728168	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Amphiprora.s__Amphiprora_sp.__2608610
1273	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Aplanochytrium.s__Aplanochytrium_sp.__2100755	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Aplanochytrium.s__Aplanochytrium_sp.__2100755
1274	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	ERR3980587	0.373215	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Asterionella.s__Asterionella_formosa__210441
1275	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Asterionellopsis.s__Asterionellopsis_glacialis__33640	ERR3980587	0.241956	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Asterionellopsis.s__Asterionellopsis_glacialis__33640
1276	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Attheya.s__Attheya_septentrionalis__420275	ERR3980587	2.8279799999999997	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Attheya.s__Attheya_septentrionalis__420275
1277	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Aulacoseira.s__Aulacoseira_subarctica__202472	ERR3980587	0.12344200000000001	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Aulacoseira.s__Aulacoseira_subarctica__202472
1278	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	ERR3980587	2.16503	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532
1279	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_debilis__122233	ERR3980587	1.68208	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_debilis__122233
1280	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	ERR3980587	1.16238	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_dichaeta__420782
1281	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Corethron.s__Corethron_hystrix__216773	ERR3980587	0.23164899999999997	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Corethron.s__Corethron_hystrix__216773
1282	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	ERR3980587	2.4981	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Coscinodiscus.s__Coscinodiscus_wailesii__671091
1283	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Craspedostauros.s__Craspedostauros_australis__1486917	ERR3980587	0.597651	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Craspedostauros.s__Craspedostauros_australis__1486917
1284	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Cylindrotheca.s__Cylindrotheca_closterium__2856	ERR3980587	0.213698	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Cylindrotheca.s__Cylindrotheca_closterium__2856
1285	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	ERR3980587	1.54874	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495
1286	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Detonula.s__Detonula_confervacea__83371	ERR3980587	10.3466	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Detonula.s__Detonula_confervacea__83371
1287	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Durinskia.s__Durinskia_baltica__400756	ERR3980587	10.4258	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Durinskia.s__Durinskia_baltica__400756
1288	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Eucampia.s__Eucampia_antarctica__49252	ERR3980587	5.65359	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Eucampia.s__Eucampia_antarctica__49252
1289	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Extubocellulus.s__Extubocellulus_spinifer__265572	ERR3980587	0.912163	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Extubocellulus.s__Extubocellulus_spinifer__265572
1290	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Fragilariopsis.s__Fragilariopsis_cylindrus__186039	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Fragilariopsis.s__Fragilariopsis_cylindrus__186039
1291	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Fragilariopsis.s__Fragilariopsis_kerguelensis__186038	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Fragilariopsis.s__Fragilariopsis_kerguelensis__186038
1292	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Geminigera.s__Geminigera_cryophila__46947	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Geminigera.s__Geminigera_cryophila__46947
1293	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Geminigera.s__unclassified__46946	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Geminigera.s__unclassified__46946
1294	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Grammatophora.s__Grammatophora_oceanica__210454	ERR3980587	0.982457	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Grammatophora.s__Grammatophora_oceanica__210454
1295	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	ERR3980587	53.5431	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
1296	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Leptocylindrus.s__Leptocylindrus_danicus__163516	ERR3980587	2.06028	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Leptocylindrus.s__Leptocylindrus_danicus__163516
1297	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Licmophora.s__Licmophora_paradoxa__515479	ERR3980587	2.4523200000000003	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Licmophora.s__Licmophora_paradoxa__515479
1298	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Minutocellus.s__Minutocellus_polymorphus__265543	ERR3980587	2.42225	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Minutocellus.s__Minutocellus_polymorphus__265543
1299	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770
1300	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pelagococcus.s__Pelagococcus_subviridis__35679	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Pelagococcus.s__Pelagococcus_subviridis__35679
1301	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Protocruzia.s__Protocruzia_adherens__223996	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Protocruzia.s__Protocruzia_adherens__223996
1302	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudictyota.s__Pseudictyota_dubia__2749911	ERR3980587	3.2358700000000002	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Pseudictyota.s__Pseudictyota_dubia__2749911
1303	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380
1304	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Schmidingerella.s__Schmidingerella_taraikaensis__626734	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Schmidingerella.s__Schmidingerella_taraikaensis__626734
1305	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Stauroneis.s__Stauroneis_constricta__265584	ERR3980587	0.278828	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Stauroneis.s__Stauroneis_constricta__265584
1306	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Stephanopyxis.s__Stephanopyxis_turris__515487	ERR3980587	2.29743	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Stephanopyxis.s__Stephanopyxis_turris__515487
1307	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Striatella.s__Striatella_unipunctata__210618	ERR3980587	0.390701	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Striatella.s__Striatella_unipunctata__210618
1308	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Strombidium.s__Strombidium_rassoulzadegani__1082188	ERR3980587	0.5102439999999999	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Strombidium.s__Strombidium_rassoulzadegani__1082188
1309	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	ERR3980587	1.77646	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
1310	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_nitzschioides__33649	ERR3980587	0.112445	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_nitzschioides__33649
1311	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_antarctica__160265	ERR3980587	2.54637	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_antarctica__160265
1312	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_oceanica__159749	ERR3980587	16.9038	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_oceanica__159749
1313	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_punctigera__265564	ERR3980587	8.889339999999999	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_punctigera__265564
1314	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_rotula__49265	ERR3980587	26.0067	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_rotula__49265
1315	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_sp.__1891026	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_sp.__1891026
1316	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557	ERR3980587	0.137205	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557
1317	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thraustochytrium.s__Thraustochytrium_sp.__145168	ERR3980587	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thraustochytrium.s__Thraustochytrium_sp.__145168
1318	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Trieres.s__Trieres_chinensis__1514140	ERR3980587	4.18461	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Trieres.s__Trieres_chinensis__1514140
1319	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Tryblionella.s__Tryblionella_compressa__913974	ERR3980587	1.29393	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Tryblionella.s__Tryblionella_compressa__913974
1320	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__200605	ERR3980587	0.779546	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__200605
