	Full_Pathway	Sample_ID	Abundance	Pathway_ID	Pathway_Name	TaxID
840	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Haptolina.s__Haptolina_brevifila__156173	SRR8039449	2.1318	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Haptolina.s__Haptolina_brevifila__156173
841	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Hemiselmis.s__Hemiselmis_rufescens__77926	SRR8039449	1.6399	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Hemiselmis.s__Hemiselmis_rufescens__77926
842	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Hydrurus.s__Hydrurus_foetidus__2996	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Hydrurus.s__Hydrurus_foetidus__2996
843	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	SRR8039449	13.7414	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
844	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Licmophora.s__Licmophora_paradoxa__515479	SRR8039449	0.0384455	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Licmophora.s__Licmophora_paradoxa__515479
845	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Mallomonas.s__Mallomonas_sp.__2003107	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Mallomonas.s__Mallomonas_sp.__2003107
846	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Micromonas.s__Micromonas_pusilla__38833	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Micromonas.s__Micromonas_pusilla__38833
847	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Micromonas.s__unclassified__38832	SRR8039449	0.937839	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Micromonas.s__unclassified__38832
848	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Minutocellus.s__Minutocellus_polymorphus__265543	SRR8039449	0.368573	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Minutocellus.s__Minutocellus_polymorphus__265543
849	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Noctiluca.s__Noctiluca_scintillans__2966	SRR8039449	13.159	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Noctiluca.s__Noctiluca_scintillans__2966
850	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Ostreococcus.s__Ostreococcus_sp._'lucimarinus'__242159	SRR8039449	6.4834	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Ostreococcus.s__Ostreococcus_sp._'lucimarinus'__242159
851	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770	SRR8039449	13.8373	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770
852	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pelagococcus.s__Pelagococcus_subviridis__35679	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Pelagococcus.s__Pelagococcus_subviridis__35679
853	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Platyophrya.s__Platyophrya_macrostoma__938130	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Platyophrya.s__Platyophrya_macrostoma__938130
854	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Prymnesium.s__Prymnesium_polylepis__72548	SRR8039449	0.992444	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Prymnesium.s__Prymnesium_polylepis__72548
855	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudictyota.s__Pseudictyota_dubia__2749911	SRR8039449	0.806085	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Pseudictyota.s__Pseudictyota_dubia__2749911
856	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380	SRR8039449	5.14481	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380
857	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa__287	SRR8039449	5.3373	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Pseudomonas.s__Pseudomonas_aeruginosa__287
858	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Rhodobacterales_unclassified.s__Rhodobacterales_bacterium_HTCC2255	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Rhodobacterales_unclassified.s__Rhodobacterales_bacterium_HTCC2255
859	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Rhodomonas.s__Rhodomonas_abbreviata__46948	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Rhodomonas.s__Rhodomonas_abbreviata__46948
860	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Rhodomonas.s__Rhodomonas_lens__354590	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Rhodomonas.s__Rhodomonas_lens__354590
861	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Schmidingerella.s__Schmidingerella_taraikaensis__626734	SRR8039449	8.97396	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Schmidingerella.s__Schmidingerella_taraikaensis__626734
862	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940	SRR8039449	2.10249	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940
863	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Shewanella.s__Shewanella_frigidimarina__56812	SRR8039449	2.18325	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Shewanella.s__Shewanella_frigidimarina__56812
864	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Sorites.s__Sorites_sp.__126664	SRR8039449	4.03528	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Sorites.s__Sorites_sp.__126664
865	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Stephanopyxis.s__Stephanopyxis_turris__515487	SRR8039449	0.748697	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Stephanopyxis.s__Stephanopyxis_turris__515487
866	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Striatella.s__Striatella_unipunctata__210618	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Striatella.s__Striatella_unipunctata__210618
867	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Strombidium.s__Strombidium_rassoulzadegani__1082188	SRR8039449	2.45101	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Strombidium.s__Strombidium_rassoulzadegani__1082188
868	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Stygamoeba.s__Stygamoeba_regulata__1042828	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Stygamoeba.s__Stygamoeba_regulata__1042828
869	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Symbiodinium.s__Symbiodinium_sp._clade_A__1563115	SRR8039449	4.12773	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Symbiodinium.s__Symbiodinium_sp._clade_A__1563115
870	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Tetraselmis.s__Tetraselmis_astigmatica__1074897	SRR8039449	0.376905	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Tetraselmis.s__Tetraselmis_astigmatica__1074897
871	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	SRR8039449	0.461429	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
872	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_antarctica__160265	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_antarctica__160265
873	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_oceanica__159749	SRR8039449	0.624063	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_oceanica__159749
874	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_punctigera__265564	SRR8039449	0.205748	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_punctigera__265564
875	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557	SRR8039449	0.0807506	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557
876	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassospira.s__Thalassospira_sp.__1912094	SRR8039449	5.33678	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassospira.s__Thalassospira_sp.__1912094
877	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thraustochytrium.s__Thraustochytrium_sp.__145168	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thraustochytrium.s__Thraustochytrium_sp.__145168
878	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Tigriopus.s__Tigriopus_kingsejongensis__1133412	SRR8039449	19.5711	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Tigriopus.s__Tigriopus_kingsejongensis__1133412
879	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Togula.s__Togula_jolla__285029	SRR8039449	3.14673	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Togula.s__Togula_jolla__285029
880	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Trieres.s__Trieres_chinensis__1514140	SRR8039449	0.243183	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Trieres.s__Trieres_chinensis__1514140
881	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Tryblionella.s__Tryblionella_compressa__913974	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Tryblionella.s__Tryblionella_compressa__913974
882	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Vaucheria.s__Vaucheria_litorea__109269	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Vaucheria.s__Vaucheria_litorea__109269
883	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Verruconis.s__Verruconis_gallopava__253628	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Verruconis.s__Verruconis_gallopava__253628
884	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__200605	SRR8039449	8.85305	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__200605
885	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__41302	SRR8039449	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__41302
886	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__98651	SRR8039449	2.78926	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__98651
887	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Polaribacter.s__uncultured_Polaribacter_sp.__174711	SRR8039449	0.0	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	g__Polaribacter.s__uncultured_Polaribacter_sp.__174711
888	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	6.05822	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	g__Synechococcus.s__Synechococcus_sp_BL107
889	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	7.59723	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	g__Synechococcus.s__Synechococcus_sp_CC9902
890	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Durinskia.s__Durinskia_baltica__400756	SRR8039449	2.85368	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	g__Durinskia.s__Durinskia_baltica__400756
891	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	SRR8039449	0.0	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
892	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Togula.s__Togula_jolla__285029	SRR8039449	0.0	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	g__Togula.s__Togula_jolla__285029
893	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	3.74806	PWY-7234	inosine-5'-phosphate biosynthesis III	g__Synechococcus.s__Synechococcus_sp_BL107
894	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	6.14482	PWY-7234	inosine-5'-phosphate biosynthesis III	g__Synechococcus.s__Synechococcus_sp_CC9902
895	PWY-7238: sucrose biosynthesis II|g__Bathycoccus.s__unclassified__41874	SRR8039449	0.0	PWY-7238	sucrose biosynthesis II	g__Bathycoccus.s__unclassified__41874
896	PWY-7238: sucrose biosynthesis II|g__Micromonas.s__unclassified__38832	SRR8039449	0.895359	PWY-7238	sucrose biosynthesis II	g__Micromonas.s__unclassified__38832
897	PWY-7238: sucrose biosynthesis II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	PWY-7238	sucrose biosynthesis II	g__Synechococcus.s__Synechococcus_sp_BL107
898	PWY-7238: sucrose biosynthesis II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	PWY-7238	sucrose biosynthesis II	g__Synechococcus.s__Synechococcus_sp_CC9902
899	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	g__Synechococcus.s__Synechococcus_sp_BL107
900	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	g__Synechococcus.s__Synechococcus_sp_CC9902
901	PWY-7560: methylerythritol phosphate pathway II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	PWY-7560	methylerythritol phosphate pathway II	g__Synechococcus.s__Synechococcus_sp_BL107
902	PWY-7560: methylerythritol phosphate pathway II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	7.89251	PWY-7560	methylerythritol phosphate pathway II	g__Synechococcus.s__Synechococcus_sp_CC9902
903	PWY-7663: gondoate biosynthesis (anaerobic)|g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801	SRR8039449	0.0	PWY-7663	gondoate biosynthesis (anaerobic)	g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801
904	PWY-7663: gondoate biosynthesis (anaerobic)|g__Pseudopedinella.s__Pseudopedinella_elastica__35684	SRR8039449	1.59733	PWY-7663	gondoate biosynthesis (anaerobic)	g__Pseudopedinella.s__Pseudopedinella_elastica__35684
905	PWY-7790: UMP biosynthesis II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	PWY-7790	UMP biosynthesis II	g__Synechococcus.s__Synechococcus_sp_BL107
906	PWY-7790: UMP biosynthesis II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	PWY-7790	UMP biosynthesis II	g__Synechococcus.s__Synechococcus_sp_CC9902
907	PWY-7791: UMP biosynthesis III|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	PWY-7791	UMP biosynthesis III	g__Synechococcus.s__Synechococcus_sp_BL107
908	PWY-7791: UMP biosynthesis III|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	PWY-7791	UMP biosynthesis III	g__Synechococcus.s__Synechococcus_sp_CC9902
909	PWY-7902: glucosylglycerol biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	PWY-7902	glucosylglycerol biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
910	PWY-7977: L-methionine biosynthesis IV|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	PWY-7977	L-methionine biosynthesis IV	g__Synechococcus.s__Synechococcus_sp_BL107
911	PWY-7977: L-methionine biosynthesis IV|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	PWY-7977	L-methionine biosynthesis IV	g__Synechococcus.s__Synechococcus_sp_CC9902
912	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Apocalathium.s__Apocalathium_aciculiferum__268820	SRR8039449	0.0	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Apocalathium.s__Apocalathium_aciculiferum__268820
913	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Prymnesium.s__Prymnesium_polylepis__72548	SRR8039449	0.681798	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Prymnesium.s__Prymnesium_polylepis__72548
914	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940	SRR8039449	0.0	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940
915	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	21.3303	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Synechococcus.s__Synechococcus_sp_BL107
916	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	32.6724	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Synechococcus.s__Synechococcus_sp_CC9902
917	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Karenia.s__Karenia_brevis__156230	SRR8039449	2.47024	PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	g__Karenia.s__Karenia_brevis__156230
918	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_sp._SDM007_2__2812898	SRR8039449	3.9957	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	g__Pseudomonas.s__Pseudomonas_sp._SDM007_2__2812898
919	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	g__Synechococcus.s__Synechococcus_sp_BL107
920	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
921	PWY1ZNC-1: assimilatory sulfate reduction IV|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	10.7933	PWY1ZNC-1	assimilatory sulfate reduction IV	g__Synechococcus.s__Synechococcus_sp_BL107
922	PWY1ZNC-1: assimilatory sulfate reduction IV|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	13.8075	PWY1ZNC-1	assimilatory sulfate reduction IV	g__Synechococcus.s__Synechococcus_sp_CC9902
923	PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Formosa.s__Formosa_sp.__2018467	SRR8039449	13.2661	PWY66-429	fatty acid biosynthesis initiation (mitochondria)	g__Formosa.s__Formosa_sp.__2018467
924	PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	9.31189	PWY66-429	fatty acid biosynthesis initiation (mitochondria)	g__Synechococcus.s__Synechococcus_sp_BL107
925	PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	18.5473	PWY66-429	fatty acid biosynthesis initiation (mitochondria)	g__Synechococcus.s__Synechococcus_sp_CC9902
926	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	SRR8039449	0.537614	SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
927	SO4ASSIM-PWY: assimilatory sulfate reduction I|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	10.7933	SO4ASSIM-PWY	assimilatory sulfate reduction I	g__Synechococcus.s__Synechococcus_sp_BL107
928	SO4ASSIM-PWY: assimilatory sulfate reduction I|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	13.8075	SO4ASSIM-PWY	assimilatory sulfate reduction I	g__Synechococcus.s__Synechococcus_sp_CC9902
929	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	0.0	THRESYN-PWY	superpathway of L-threonine biosynthesis	g__Synechococcus.s__Synechococcus_sp_BL107
930	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	0.0	THRESYN-PWY	superpathway of L-threonine biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
931	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp._BS30m-G30__2781771	SRR8039449	3.89439	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp._BS30m-G30__2781771
932	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp._BS30m-G31__2781772	SRR8039449	0.0	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp._BS30m-G31__2781772
933	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	4.66808	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp_BL107
934	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	5.75692	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp_CC9902
935	VALSYN-PWY: L-valine biosynthesis|g__Planktomarina.s__Planktomarina_temperata__1284658	SRR8039449	6.74523	VALSYN-PWY	L-valine biosynthesis	g__Planktomarina.s__Planktomarina_temperata__1284658
936	VALSYN-PWY: L-valine biosynthesis|g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801	SRR8039449	0.0	VALSYN-PWY	L-valine biosynthesis	g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801
937	VALSYN-PWY: L-valine biosynthesis|g__Rhodobacterales_unclassified.s__Rhodobacterales_bacterium_HTCC2255	SRR8039449	0.0	VALSYN-PWY	L-valine biosynthesis	g__Rhodobacterales_unclassified.s__Rhodobacterales_bacterium_HTCC2255
938	VALSYN-PWY: L-valine biosynthesis|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039449	14.9265	VALSYN-PWY	L-valine biosynthesis	g__Synechococcus.s__Synechococcus_sp_BL107
939	VALSYN-PWY: L-valine biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039449	9.63525	VALSYN-PWY	L-valine biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
940	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Asterionella.s__Asterionella_formosa__210441
941	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Attheya.s__Attheya_septentrionalis__420275	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Attheya.s__Attheya_septentrionalis__420275
942	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Chaetoceros.s__Chaetoceros_dichaeta__420782
943	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Coscinodiscus.s__Coscinodiscus_wailesii__671091
944	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495
945	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Eucampia.s__Eucampia_antarctica__49252	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Eucampia.s__Eucampia_antarctica__49252
946	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Geminigera.s__Geminigera_cryophila__46947	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Geminigera.s__Geminigera_cryophila__46947
947	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Nitzschia.s__Nitzschia_putrida__2742595	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Nitzschia.s__Nitzschia_putrida__2742595
948	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Odontella.s__Odontella_aurita__265563	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Odontella.s__Odontella_aurita__265563
949	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rhodomonas.s__Rhodomonas_abbreviata__46948	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Rhodomonas.s__Rhodomonas_abbreviata__46948
950	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rhodomonas.s__Rhodomonas_lens__354590	SRR8039450	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Rhodomonas.s__Rhodomonas_lens__354590
